id,text,is_gaming_related,main_category,detailed_category
795,Just got a new Xbox Series X and need game recommendations,True,discuss_reference,platform_discussion
796,Is the PlayStation 4 worth buying in 2023?,True,discuss_reference,platform_discussion
797,When will the Xbox One be back in stock?,True,discuss_reference,platform_discussion
798,Just got a new VR Headset and need game recommendations,True,discuss_reference,platform_discussion
799,Is it worth upgrading to Gaming PC from my {platform_old}?,True,discuss_reference,platform_discussion
800,Just got a new ROG Ally and need game recommendations,True,discuss_reference,platform_discussion
801,When will the PlayStation 4 be back in stock?,True,discuss_reference,platform_discussion
802,Is it worth upgrading to PlayStation 5 from my {platform_old}?,True,discuss_reference,platform_discussion
803,"My PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
804,Is the Xbox One worth buying in 2023?,True,discuss_reference,platform_discussion
805,Does Gaming PC support cross-play with PlayStation 5?,True,discuss_reference,platform_discussion
806,Is it worth upgrading to PC from my {platform_old}?,True,discuss_reference,platform_discussion
807,How much storage does Gaming PC actually have available for games?,True,discuss_reference,platform_discussion
808,The UI on the new Meta Quest 3 update is terrible,True,discuss_reference,platform_discussion
809,The UI on the new ROG Ally update is terrible,True,discuss_reference,platform_discussion
810,"Thinking about upgrading from PC to Xbox One, thoughts?",True,discuss_reference,platform_discussion
811,The UI on the new Meta Quest 3 update is terrible,True,discuss_reference,platform_discussion
812,Is the Xbox Series X worth buying in 2023?,True,discuss_reference,platform_discussion
813,How much storage does PlayStation 5 actually have available for games?,True,discuss_reference,platform_discussion
814,Is it worth upgrading to Meta Quest 3 from my {platform_old}?,True,discuss_reference,platform_discussion
815,Is the PlayStation 5 worth buying in 2023?,True,discuss_reference,platform_discussion
816,"My PlayStation VR2 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
817,When will the Steam Deck be back in stock?,True,discuss_reference,platform_discussion
818,How much storage does Gaming PC actually have available for games?,True,discuss_reference,platform_discussion
819,Just got a new PC and need game recommendations,True,discuss_reference,platform_discussion
820,"Thinking about upgrading from Xbox One to Steam Deck, thoughts?",True,discuss_reference,platform_discussion
821,When will the PC be back in stock?,True,discuss_reference,platform_discussion
822,Just got a new ROG Ally and need game recommendations,True,discuss_reference,platform_discussion
823,Can you use UPS with Nintendo Switch?,True,discuss_reference,platform_discussion
824,Is the Gaming PC worth buying in 2023?,True,discuss_reference,platform_discussion
825,"Thinking about upgrading from PC to Steam Deck, thoughts?",True,discuss_reference,platform_discussion
826,Is it worth upgrading to Nintendo Switch from my {platform_old}?,True,discuss_reference,platform_discussion
827,"My PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
828,"Thinking about upgrading from Xbox One to Steam Deck, thoughts?",True,discuss_reference,platform_discussion
829,"My Steam Deck keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
830,"Thinking about upgrading from ROG Ally to Steam Deck, thoughts?",True,discuss_reference,platform_discussion
831,Is it worth upgrading to PlayStation 4 from my {platform_old}?,True,discuss_reference,platform_discussion
832,Does PlayStation VR2 support cross-play with Gaming PC?,True,discuss_reference,platform_discussion
833,When will the Steam Deck be back in stock?,True,discuss_reference,platform_discussion
834,How much storage does PlayStation 5 actually have available for games?,True,discuss_reference,platform_discussion
835,"My PlayStation 4 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
836,How much storage does PlayStation 5 actually have available for games?,True,discuss_reference,platform_discussion
837,"My PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
838,Can you use capture card with Xbox One?,True,discuss_reference,platform_discussion
839,Does PC support cross-play with Xbox Series X?,True,discuss_reference,platform_discussion
840,Can you use gaming router with Xbox Series X?,True,discuss_reference,platform_discussion
841,When will the Meta Quest 3 be back in stock?,True,discuss_reference,platform_discussion
842,Just got a new Meta Quest 3 and need game recommendations,True,discuss_reference,platform_discussion
843,"My VR Headset keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
844,When will the PlayStation 5 be back in stock?,True,discuss_reference,platform_discussion
845,Can you use gaming headset with Nintendo Switch?,True,discuss_reference,platform_discussion
846,Does Steam Deck support cross-play with Steam Deck?,True,discuss_reference,platform_discussion
847,"My Meta Quest 3 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
848,When will the Steam Deck be back in stock?,True,discuss_reference,platform_discussion
849,How much storage does PlayStation 4 actually have available for games?,True,discuss_reference,platform_discussion
850,Does Xbox One support cross-play with PlayStation VR2?,True,discuss_reference,platform_discussion
851,Just got a new PlayStation 5 and need game recommendations,True,discuss_reference,platform_discussion
852,The UI on the new Xbox Series X update is terrible,True,discuss_reference,platform_discussion
853,The UI on the new Nintendo Switch update is terrible,True,discuss_reference,platform_discussion
854,How much storage does PlayStation 5 actually have available for games?,True,discuss_reference,platform_discussion
855,How much storage does PlayStation 5 actually have available for games?,True,discuss_reference,platform_discussion
856,"Thinking about upgrading from PlayStation 4 to PlayStation 5, thoughts?",True,discuss_reference,platform_discussion
857,When will the Gaming PC be back in stock?,True,discuss_reference,platform_discussion
858,When will the ROG Ally be back in stock?,True,discuss_reference,platform_discussion
859,"My Meta Quest 3 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
860,Just got a new VR Headset and need game recommendations,True,discuss_reference,platform_discussion
861,Is it worth upgrading to VR Headset from my {platform_old}?,True,discuss_reference,platform_discussion
862,The UI on the new Nintendo Switch update is terrible,True,discuss_reference,platform_discussion
863,"Thinking about upgrading from Gaming PC to VR Headset, thoughts?",True,discuss_reference,platform_discussion
864,The UI on the new PC update is terrible,True,discuss_reference,platform_discussion
865,The UI on the new PlayStation 5 update is terrible,True,discuss_reference,platform_discussion
866,The UI on the new PC update is terrible,True,discuss_reference,platform_discussion
867,When will the ROG Ally be back in stock?,True,discuss_reference,platform_discussion
868,How much storage does PlayStation 4 actually have available for games?,True,discuss_reference,platform_discussion
869,Can you use gaming monitor with PlayStation VR2?,True,discuss_reference,platform_discussion
870,Just got a new Nintendo Switch and need game recommendations,True,discuss_reference,platform_discussion
871,Is the Steam Deck worth buying in 2023?,True,discuss_reference,platform_discussion
872,When will the Steam Deck be back in stock?,True,discuss_reference,platform_discussion
873,Just got a new Xbox Series X and need game recommendations,True,discuss_reference,platform_discussion
874,Is it worth upgrading to ROG Ally from my {platform_old}?,True,discuss_reference,platform_discussion
875,Can you use gaming mouse with Nintendo Switch?,True,discuss_reference,platform_discussion
876,"Thinking about upgrading from Xbox One to ROG Ally, thoughts?",True,discuss_reference,platform_discussion
877,How much storage does Gaming PC actually have available for games?,True,discuss_reference,platform_discussion
878,The UI on the new PlayStation 5 update is terrible,True,discuss_reference,platform_discussion
879,Just got a new PlayStation VR2 and need game recommendations,True,discuss_reference,platform_discussion
880,Just got a new Nintendo Switch and need game recommendations,True,discuss_reference,platform_discussion
881,Just got a new PlayStation 4 and need game recommendations,True,discuss_reference,platform_discussion
882,"My Meta Quest 3 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
883,Does Meta Quest 3 support cross-play with PlayStation 4?,True,discuss_reference,platform_discussion
884,"Thinking about upgrading from VR Headset to ROG Ally, thoughts?",True,discuss_reference,platform_discussion
885,How much storage does Xbox Series X actually have available for games?,True,discuss_reference,platform_discussion
886,Is it worth upgrading to ROG Ally from my {platform_old}?,True,discuss_reference,platform_discussion
887,How much storage does Nintendo Switch actually have available for games?,True,discuss_reference,platform_discussion
888,Just got a new PlayStation VR2 and need game recommendations,True,discuss_reference,platform_discussion
889,Can you use controller with Meta Quest 3?,True,discuss_reference,platform_discussion
890,When will the Gaming PC be back in stock?,True,discuss_reference,platform_discussion
891,Does PC support cross-play with ROG Ally?,True,discuss_reference,platform_discussion
892,Is it worth upgrading to PlayStation 5 from my {platform_old}?,True,discuss_reference,platform_discussion
893,"My PlayStation VR2 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
894,"Thinking about upgrading from Meta Quest 3 to Xbox Series X, thoughts?",True,discuss_reference,platform_discussion
895,Does PC support cross-play with VR Headset?,True,discuss_reference,platform_discussion
896,Does Gaming PC support cross-play with PC?,True,discuss_reference,platform_discussion
897,The UI on the new Gaming PC update is terrible,True,discuss_reference,platform_discussion
898,The UI on the new Steam Deck update is terrible,True,discuss_reference,platform_discussion
899,Is it worth upgrading to ROG Ally from my {platform_old}?,True,discuss_reference,platform_discussion
900,When will the Xbox Series X be back in stock?,True,discuss_reference,platform_discussion
901,The UI on the new PlayStation 4 update is terrible,True,discuss_reference,platform_discussion
902,The UI on the new ROG Ally update is terrible,True,discuss_reference,platform_discussion
903,Just got a new Meta Quest 3 and need game recommendations,True,discuss_reference,platform_discussion
904,Can you use webcam with PlayStation VR2?,True,discuss_reference,platform_discussion
905,Is it worth upgrading to VR Headset from my {platform_old}?,True,discuss_reference,platform_discussion
906,Can you use GPU with Gaming PC?,True,discuss_reference,platform_discussion
907,"My Xbox One keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
908,"Thinking about upgrading from Xbox One to PlayStation 5, thoughts?",True,discuss_reference,platform_discussion
909,Is the ROG Ally worth buying in 2023?,True,discuss_reference,platform_discussion
910,"My Gaming PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
911,Can you use gaming monitor with PC?,True,discuss_reference,platform_discussion
912,"My Gaming PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
913,Is the Xbox Series X worth buying in 2023?,True,discuss_reference,platform_discussion
914,"My Nintendo Switch keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
915,"Thinking about upgrading from Meta Quest 3 to PlayStation 5, thoughts?",True,discuss_reference,platform_discussion
916,The UI on the new PlayStation 4 update is terrible,True,discuss_reference,platform_discussion
917,"Thinking about upgrading from ROG Ally to VR Headset, thoughts?",True,discuss_reference,platform_discussion
918,The UI on the new PC update is terrible,True,discuss_reference,platform_discussion
919,Can you use external drive with Xbox Series X?,True,discuss_reference,platform_discussion
920,The UI on the new Nintendo Switch update is terrible,True,discuss_reference,platform_discussion
921,The UI on the new Meta Quest 3 update is terrible,True,discuss_reference,platform_discussion
922,Just got a new Meta Quest 3 and need game recommendations,True,discuss_reference,platform_discussion
923,"Thinking about upgrading from Meta Quest 3 to PC, thoughts?",True,discuss_reference,platform_discussion
924,Can you use webcam with PC?,True,discuss_reference,platform_discussion
925,When will the Gaming PC be back in stock?,True,discuss_reference,platform_discussion
926,Can you use gaming monitor with PlayStation VR2?,True,discuss_reference,platform_discussion
927,Just got a new PC and need game recommendations,True,discuss_reference,platform_discussion
928,Just got a new VR Headset and need game recommendations,True,discuss_reference,platform_discussion
929,"My Steam Deck keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
930,Does Gaming PC support cross-play with PlayStation 5?,True,discuss_reference,platform_discussion
931,Can you use gaming router with Nintendo Switch?,True,discuss_reference,platform_discussion
932,"My VR Headset keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
933,"My PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
934,Is the ROG Ally worth buying in 2023?,True,discuss_reference,platform_discussion
935,Just got a new ROG Ally and need game recommendations,True,discuss_reference,platform_discussion
936,"My PlayStation 4 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
937,"My Xbox Series X keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
938,Is the Xbox One worth buying in 2023?,True,discuss_reference,platform_discussion
939,Just got a new Nintendo Switch and need game recommendations,True,discuss_reference,platform_discussion
940,Does Steam Deck support cross-play with Xbox Series X?,True,discuss_reference,platform_discussion
941,"My Gaming PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
942,Does Gaming PC support cross-play with Nintendo Switch?,True,discuss_reference,platform_discussion
943,"Thinking about upgrading from Steam Deck to PC, thoughts?",True,discuss_reference,platform_discussion
944,How much storage does Meta Quest 3 actually have available for games?,True,discuss_reference,platform_discussion
945,How much storage does VR Headset actually have available for games?,True,discuss_reference,platform_discussion
946,How much storage does PlayStation VR2 actually have available for games?,True,discuss_reference,platform_discussion
947,Is it worth upgrading to Nintendo Switch from my {platform_old}?,True,discuss_reference,platform_discussion
948,Is the VR Headset worth buying in 2023?,True,discuss_reference,platform_discussion
949,When will the PC be back in stock?,True,discuss_reference,platform_discussion
950,Does VR Headset support cross-play with ROG Ally?,True,discuss_reference,platform_discussion
951,Is it worth upgrading to Nintendo Switch from my {platform_old}?,True,discuss_reference,platform_discussion
952,Can you use gaming headset with Meta Quest 3?,True,discuss_reference,platform_discussion
953,Does VR Headset support cross-play with Steam Deck?,True,discuss_reference,platform_discussion
954,Does Nintendo Switch support cross-play with Nintendo Switch?,True,discuss_reference,platform_discussion
955,Is the PlayStation 5 worth buying in 2023?,True,discuss_reference,platform_discussion
956,Is it worth upgrading to Gaming PC from my {platform_old}?,True,discuss_reference,platform_discussion
957,How much storage does Meta Quest 3 actually have available for games?,True,discuss_reference,platform_discussion
958,"My Meta Quest 3 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
959,The UI on the new Meta Quest 3 update is terrible,True,discuss_reference,platform_discussion
960,Just got a new Gaming PC and need game recommendations,True,discuss_reference,platform_discussion
961,"My Xbox Series X keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
962,"My Gaming PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
963,How much storage does Xbox One actually have available for games?,True,discuss_reference,platform_discussion
964,When will the PC be back in stock?,True,discuss_reference,platform_discussion
965,Can you use VR headset with VR Headset?,True,discuss_reference,platform_discussion
966,"My Steam Deck keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
967,How much storage does ROG Ally actually have available for games?,True,discuss_reference,platform_discussion
968,Does Meta Quest 3 support cross-play with PlayStation 5?,True,discuss_reference,platform_discussion
969,The UI on the new Xbox One update is terrible,True,discuss_reference,platform_discussion
970,The UI on the new Steam Deck update is terrible,True,discuss_reference,platform_discussion
971,Is it worth upgrading to Xbox Series X from my {platform_old}?,True,discuss_reference,platform_discussion
972,How much storage does Gaming PC actually have available for games?,True,discuss_reference,platform_discussion
973,How much storage does Steam Deck actually have available for games?,True,discuss_reference,platform_discussion
974,"My Xbox Series X keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
975,Is the PlayStation VR2 worth buying in 2023?,True,discuss_reference,platform_discussion
976,"My PlayStation 4 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
977,Can you use microphone with PlayStation VR2?,True,discuss_reference,platform_discussion
978,"My PlayStation 4 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
979,When will the ROG Ally be back in stock?,True,discuss_reference,platform_discussion
980,"My PlayStation VR2 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
981,Just got a new Xbox One and need game recommendations,True,discuss_reference,platform_discussion
982,When will the PlayStation 4 be back in stock?,True,discuss_reference,platform_discussion
983,Does Nintendo Switch support cross-play with PlayStation 4?,True,discuss_reference,platform_discussion
984,How much storage does Xbox Series X actually have available for games?,True,discuss_reference,platform_discussion
985,Does Steam Deck support cross-play with ROG Ally?,True,discuss_reference,platform_discussion
986,How much storage does Meta Quest 3 actually have available for games?,True,discuss_reference,platform_discussion
987,When will the Gaming PC be back in stock?,True,discuss_reference,platform_discussion
988,Is the Xbox One worth buying in 2023?,True,discuss_reference,platform_discussion
989,Is it worth upgrading to PlayStation 4 from my {platform_old}?,True,discuss_reference,platform_discussion
990,Just got a new Meta Quest 3 and need game recommendations,True,discuss_reference,platform_discussion
991,Can you use UPS with PlayStation 5?,True,discuss_reference,platform_discussion
992,"My VR Headset keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
993,Does PlayStation 5 support cross-play with VR Headset?,True,discuss_reference,platform_discussion
994,Does Steam Deck support cross-play with PlayStation 4?,True,discuss_reference,platform_discussion
995,Is the VR Headset worth buying in 2023?,True,discuss_reference,platform_discussion
996,"Thinking about upgrading from Meta Quest 3 to Xbox One, thoughts?",True,discuss_reference,platform_discussion
997,Can you use mechanical keyboard with Xbox One?,True,discuss_reference,platform_discussion
998,Just got a new PlayStation 4 and need game recommendations,True,discuss_reference,platform_discussion
999,The UI on the new Steam Deck update is terrible,True,discuss_reference,platform_discussion
1000,How much storage does Steam Deck actually have available for games?,True,discuss_reference,platform_discussion
1001,Is it worth upgrading to Xbox One from my {platform_old}?,True,discuss_reference,platform_discussion
1002,Does PlayStation 5 support cross-play with PC?,True,discuss_reference,platform_discussion
1003,Can you use external drive with Nintendo Switch?,True,discuss_reference,platform_discussion
1004,When will the Gaming PC be back in stock?,True,discuss_reference,platform_discussion
1005,Is the Xbox Series X worth buying in 2023?,True,discuss_reference,platform_discussion
1006,"My VR Headset keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1007,Is it worth upgrading to Xbox Series X from my {platform_old}?,True,discuss_reference,platform_discussion
1008,When will the PC be back in stock?,True,discuss_reference,platform_discussion
1009,How much storage does Steam Deck actually have available for games?,True,discuss_reference,platform_discussion
1010,Is it worth upgrading to PC from my {platform_old}?,True,discuss_reference,platform_discussion
1011,"My Xbox One keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1012,The UI on the new Steam Deck update is terrible,True,discuss_reference,platform_discussion
1013,"Thinking about upgrading from PlayStation VR2 to Meta Quest 3, thoughts?",True,discuss_reference,platform_discussion
1014,"Thinking about upgrading from Meta Quest 3 to Nintendo Switch, thoughts?",True,discuss_reference,platform_discussion
1015,"My Xbox Series X keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1016,"Thinking about upgrading from Gaming PC to PlayStation 4, thoughts?",True,discuss_reference,platform_discussion
1017,When will the Xbox Series X be back in stock?,True,discuss_reference,platform_discussion
1018,Just got a new PlayStation VR2 and need game recommendations,True,discuss_reference,platform_discussion
1019,The UI on the new Xbox Series X update is terrible,True,discuss_reference,platform_discussion
1020,The UI on the new Xbox Series X update is terrible,True,discuss_reference,platform_discussion
1021,"My Meta Quest 3 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1022,When will the PlayStation 5 be back in stock?,True,discuss_reference,platform_discussion
1023,How much storage does Gaming PC actually have available for games?,True,discuss_reference,platform_discussion
1024,When will the PlayStation 4 be back in stock?,True,discuss_reference,platform_discussion
1025,How much storage does Meta Quest 3 actually have available for games?,True,discuss_reference,platform_discussion
1026,Does Nintendo Switch support cross-play with Xbox One?,True,discuss_reference,platform_discussion
1027,"My PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1028,The UI on the new PC update is terrible,True,discuss_reference,platform_discussion
1029,Just got a new Steam Deck and need game recommendations,True,discuss_reference,platform_discussion
1030,"My PlayStation VR2 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1031,Does Gaming PC support cross-play with PlayStation VR2?,True,discuss_reference,platform_discussion
1032,Is it worth upgrading to Xbox Series X from my {platform_old}?,True,discuss_reference,platform_discussion
1033,How much storage does Xbox One actually have available for games?,True,discuss_reference,platform_discussion
1034,Is the Meta Quest 3 worth buying in 2023?,True,discuss_reference,platform_discussion
1035,Is it worth upgrading to VR Headset from my {platform_old}?,True,discuss_reference,platform_discussion
1036,Does VR Headset support cross-play with Xbox Series X?,True,discuss_reference,platform_discussion
1037,Is the ROG Ally worth buying in 2023?,True,discuss_reference,platform_discussion
1038,Is the VR Headset worth buying in 2023?,True,discuss_reference,platform_discussion
1039,Just got a new Meta Quest 3 and need game recommendations,True,discuss_reference,platform_discussion
1040,Is the Xbox One worth buying in 2023?,True,discuss_reference,platform_discussion
1041,"Thinking about upgrading from PlayStation 4 to PlayStation 5, thoughts?",True,discuss_reference,platform_discussion
1042,"Thinking about upgrading from PC to VR Headset, thoughts?",True,discuss_reference,platform_discussion
1043,The UI on the new PlayStation VR2 update is terrible,True,discuss_reference,platform_discussion
1044,"Thinking about upgrading from Nintendo Switch to Gaming PC, thoughts?",True,discuss_reference,platform_discussion
1045,When will the VR Headset be back in stock?,True,discuss_reference,platform_discussion
1046,Can you use gaming mouse with Xbox Series X?,True,discuss_reference,platform_discussion
1047,Just got a new Gaming PC and need game recommendations,True,discuss_reference,platform_discussion
1048,How much storage does PC actually have available for games?,True,discuss_reference,platform_discussion
1049,Can you use gaming chair with Meta Quest 3?,True,discuss_reference,platform_discussion
1050,"My PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1051,"Thinking about upgrading from Nintendo Switch to PlayStation VR2, thoughts?",True,discuss_reference,platform_discussion
1052,How much storage does Steam Deck actually have available for games?,True,discuss_reference,platform_discussion
1053,Does Meta Quest 3 support cross-play with VR Headset?,True,discuss_reference,platform_discussion
1054,Just got a new Xbox One and need game recommendations,True,discuss_reference,platform_discussion
1055,Just got a new Xbox One and need game recommendations,True,discuss_reference,platform_discussion
1056,How much storage does Gaming PC actually have available for games?,True,discuss_reference,platform_discussion
1057,Just got a new PlayStation VR2 and need game recommendations,True,discuss_reference,platform_discussion
1058,The UI on the new Nintendo Switch update is terrible,True,discuss_reference,platform_discussion
1059,How much storage does PlayStation 5 actually have available for games?,True,discuss_reference,platform_discussion
1060,"My PlayStation 4 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1061,"My PlayStation 5 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1062,Is the Meta Quest 3 worth buying in 2023?,True,discuss_reference,platform_discussion
1063,"My Gaming PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1064,Is the PlayStation 5 worth buying in 2023?,True,discuss_reference,platform_discussion
1065,Just got a new ROG Ally and need game recommendations,True,discuss_reference,platform_discussion
1066,When will the Xbox Series X be back in stock?,True,discuss_reference,platform_discussion
1067,"Thinking about upgrading from VR Headset to Meta Quest 3, thoughts?",True,discuss_reference,platform_discussion
1068,When will the Xbox Series X be back in stock?,True,discuss_reference,platform_discussion
1069,Can you use VR headset with Gaming PC?,True,discuss_reference,platform_discussion
1070,Is it worth upgrading to Xbox Series X from my {platform_old}?,True,discuss_reference,platform_discussion
1071,Does Nintendo Switch support cross-play with Nintendo Switch?,True,discuss_reference,platform_discussion
1072,The UI on the new Gaming PC update is terrible,True,discuss_reference,platform_discussion
1073,When will the Meta Quest 3 be back in stock?,True,discuss_reference,platform_discussion
1074,"My Xbox Series X keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1075,Can you use gaming mouse with Xbox Series X?,True,discuss_reference,platform_discussion
1076,The UI on the new Steam Deck update is terrible,True,discuss_reference,platform_discussion
1077,"Thinking about upgrading from Gaming PC to PlayStation VR2, thoughts?",True,discuss_reference,platform_discussion
1078,"My PlayStation 5 keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1079,"Thinking about upgrading from PlayStation 5 to Gaming PC, thoughts?",True,discuss_reference,platform_discussion
1080,Is the Xbox Series X worth buying in 2023?,True,discuss_reference,platform_discussion
1081,How much storage does ROG Ally actually have available for games?,True,discuss_reference,platform_discussion
1082,Just got a new Xbox One and need game recommendations,True,discuss_reference,platform_discussion
1083,When will the PlayStation 5 be back in stock?,True,discuss_reference,platform_discussion
1084,Just got a new PC and need game recommendations,True,discuss_reference,platform_discussion
1085,Can you use gaming mouse with PlayStation VR2?,True,discuss_reference,platform_discussion
1086,Is the Xbox Series X worth buying in 2023?,True,discuss_reference,platform_discussion
1087,Can you use gaming router with VR Headset?,True,discuss_reference,platform_discussion
1088,When will the Xbox One be back in stock?,True,discuss_reference,platform_discussion
1089,"Thinking about upgrading from Xbox Series X to Gaming PC, thoughts?",True,discuss_reference,platform_discussion
1090,When will the Nintendo Switch be back in stock?,True,discuss_reference,platform_discussion
1091,Is it worth upgrading to Meta Quest 3 from my {platform_old}?,True,discuss_reference,platform_discussion
1092,Can you use gaming chair with Xbox One?,True,discuss_reference,platform_discussion
1093,When will the Steam Deck be back in stock?,True,discuss_reference,platform_discussion
1094,"Thinking about upgrading from Gaming PC to ROG Ally, thoughts?",True,discuss_reference,platform_discussion
1095,How much storage does Steam Deck actually have available for games?,True,discuss_reference,platform_discussion
1096,Just got a new Xbox One and need game recommendations,True,discuss_reference,platform_discussion
1097,When will the ROG Ally be back in stock?,True,discuss_reference,platform_discussion
1098,How much storage does PlayStation 5 actually have available for games?,True,discuss_reference,platform_discussion
1099,Can you use gaming desk with Nintendo Switch?,True,discuss_reference,platform_discussion
1100,Does Meta Quest 3 support cross-play with Xbox One?,True,discuss_reference,platform_discussion
1101,Is the ROG Ally worth buying in 2023?,True,discuss_reference,platform_discussion
1102,Just got a new PlayStation VR2 and need game recommendations,True,discuss_reference,platform_discussion
1103,When will the PC be back in stock?,True,discuss_reference,platform_discussion
1104,How much storage does PC actually have available for games?,True,discuss_reference,platform_discussion
1105,Is it worth upgrading to Steam Deck from my {platform_old}?,True,discuss_reference,platform_discussion
1106,The UI on the new ROG Ally update is terrible,True,discuss_reference,platform_discussion
1107,Does Xbox Series X support cross-play with PC?,True,discuss_reference,platform_discussion
1108,Just got a new Meta Quest 3 and need game recommendations,True,discuss_reference,platform_discussion
1109,"Thinking about upgrading from VR Headset to Xbox Series X, thoughts?",True,discuss_reference,platform_discussion
1110,"My Xbox Series X keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1111,How much storage does VR Headset actually have available for games?,True,discuss_reference,platform_discussion
1112,Just got a new Meta Quest 3 and need game recommendations,True,discuss_reference,platform_discussion
1113,How much storage does ROG Ally actually have available for games?,True,discuss_reference,platform_discussion
1114,"Thinking about upgrading from Xbox One to PlayStation 4, thoughts?",True,discuss_reference,platform_discussion
1115,Can you use UPS with Gaming PC?,True,discuss_reference,platform_discussion
1116,The UI on the new Meta Quest 3 update is terrible,True,discuss_reference,platform_discussion
1117,Is it worth upgrading to Xbox Series X from my {platform_old}?,True,discuss_reference,platform_discussion
1118,The UI on the new Nintendo Switch update is terrible,True,discuss_reference,platform_discussion
1119,Can you use gaming laptop with Nintendo Switch?,True,discuss_reference,platform_discussion
1120,Does Steam Deck support cross-play with PlayStation VR2?,True,discuss_reference,platform_discussion
1121,Is it worth upgrading to ROG Ally from my {platform_old}?,True,discuss_reference,platform_discussion
1122,When will the PlayStation 4 be back in stock?,True,discuss_reference,platform_discussion
1123,Just got a new PlayStation 5 and need game recommendations,True,discuss_reference,platform_discussion
1124,Can you use RGB lighting with PlayStation 5?,True,discuss_reference,platform_discussion
1125,Can you use microphone with Gaming PC?,True,discuss_reference,platform_discussion
1126,Just got a new Nintendo Switch and need game recommendations,True,discuss_reference,platform_discussion
1127,Can you use external drive with Xbox Series X?,True,discuss_reference,platform_discussion
1128,How much storage does Steam Deck actually have available for games?,True,discuss_reference,platform_discussion
1129,Does Nintendo Switch support cross-play with VR Headset?,True,discuss_reference,platform_discussion
1130,Does VR Headset support cross-play with PlayStation 5?,True,discuss_reference,platform_discussion
1131,How much storage does Xbox One actually have available for games?,True,discuss_reference,platform_discussion
1132,The UI on the new Meta Quest 3 update is terrible,True,discuss_reference,platform_discussion
1133,"My PC keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1134,How much storage does Gaming PC actually have available for games?,True,discuss_reference,platform_discussion
1135,"My VR Headset keeps overheating, has anyone else had this issue?",True,discuss_reference,platform_discussion
1136,Can you use gaming mouse with PlayStation 5?,True,discuss_reference,platform_discussion
1137,Is the PC worth buying in 2023?,True,discuss_reference,platform_discussion
1138,"Thinking about upgrading from PlayStation VR2 to PC, thoughts?",True,discuss_reference,platform_discussion
1139,Is it worth upgrading to Nintendo Switch from my {platform_old}?,True,discuss_reference,platform_discussion
1140,"Thinking about upgrading from VR Headset to Gaming PC, thoughts?",True,discuss_reference,platform_discussion
1141,Does Gaming PC support cross-play with Meta Quest 3?,True,discuss_reference,platform_discussion
